,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
566,X9S9bhfgCJY,"I RUINED her birthday, then surprised her with her DREAM CAR!! **SHOCKING**",2021-01-05T19:57:00Z,UCvtRTOMP2TqYqu51xNrqAzg,Brawadis,22,21.14.01,brawadis|prank|basketball|skits|ghost|funny videos|vlog|vlogging|NBA|browadis|challenges|bmw i8|faze rug|faze rug brother|mama rug and papa rug,1721001,88196,3869,6646,https://i.ytimg.com/vi/X9S9bhfgCJY/default.jpg,False,False,"SUBSCRIBE to BRAWADIS ▶ http://bit.ly/SubscribeToBrawadisFOLLOW ME ON SOCIAL▶ Twitter: https://twitter.com/Brawadis▶ Instagram: https://www.instagram.com/brawadis/▶ Snapchat: brawadisHi! I’m Brandon Awadis and I like to make dope vlogs, pranks, reactions, challenges and basketball videos. Don’t forget to subscribe and come be a part of the BrawadSquad!"
570,lW80YxvdtTc,I Fixed My Masterpiece,2021-01-05T15:00:16Z,UCSC1HqVmTaE4Shn32ihbC7w,Bobby Duke Arts,26,21.14.01,[none],886834,95620,679,5899,https://i.ytimg.com/vi/lW80YxvdtTc/default.jpg,False,False,"Hello my little Dukeys!  I FINALLY HAVE MERCH!!  https://www.wewdshop.com/We spent a buttload of time getting the designs perfect, also making sure the shirts and hoodies were very high quality and super soft.  I promise you will be happy with them. If you appreciate what I do, and want to help support me.  The best way to do that is buy something from my store! Be sure to tag me on Twitter and Instagram with a pic so I can see and share it!Thanks so much to Hoeber Media for coming to my rescue, by letting me come shoot video even when they were closed. Check them out!   http://hoeber.media/Go check out Pat Lap! https://www.youtube.com/channel/UCcM_SykaFqrxVnq52MjI6UAIf you want more Dukey in your life, go followMy Instagram https://www.instagram.com/bobbydukearts/and Twitter https://twitter.com/bobbydukearts?lang=enand Patreon  https://www.patreon.com/bobbydukearts"
588,aTLPHmrr-cM,Something we want to tell you!,2021-01-04T18:43:10Z,UCHUE4ypXKp7ZkmdWbGJNgJg,AmazingPhil,22,21.14.01,dan and phil|dan and phil 2021|life update|life|update|phil lester|daniel howell|stereo|amazingphil|amazing|phil|future|the future|plans|house|dan and phil house|dan and phil moving|dan and phil new house|british|fun|hangout|christmas presents|viewers|hair|book|you will get through this night|projects|dan book|percy pigs|percy pog,2217508,208637,1359,16287,https://i.ytimg.com/vi/aTLPHmrr-cM/default.jpg,False,False,"Where has Dan been?! What are our future plans? The TRUTH IS REVEALED! Download Stereo and follow me and listen to the after party at 9PM! http://stereo.com/AmazingPhil (Stereo is an age 18 and over app) thanks to Stereo for this paid promotion!A big Dan and Phil catchup! Like a mukbang but with no gross eating sounds. Pre-Order Dan's book! https://www.danandphilshop.com/collections/newest/products/pre-order-you-will-get-through-this-night-with-free-art-card comes with a FREE art card and bookmark!Follow Dan:http://twitter.com/danielhowellhttp://instagram.com/danielhowellhttp://youtube.com/danisnotonfireFollow me:http://twitter.com/amazingphilhttp://instagram.com/amazingphilhttp://facebook.com/amazingphilhttp://amazingphil.tumblr.comCOMBINED FESTIVE SHOP - http://www.danandphilshop.comMusic: Kevin Macleod- Incompetech.comEmotional yoga picture by https://possumnest.tumblr.com/post/638951499766104064/you-need-to-turn-the-track-to-the-next-one-nowThanks again to Echo for providing the screen recording!! Community Captions: https://amara.org/en/videos/LVf4wuEBdTY9/info/something-we-want-to-tell-you/?team= THANKS to Pelin, Anna V, Mirian R, Ashely R, Annabel P, Anya V, Annika S, lunaa!! Much appreciated.Thanks to everyone for all the love you have given Phil and Phriends! Watch the full playlist here: https://www.youtube.com/watch?v=YpRozmtU00M&list=PLNq4xYUMjoQCQNc2THE7-r84J4WHtlBtf"
590,cfykWkilSQ8,Markiplier Isn't Real,2021-01-04T20:19:14Z,UC7_YxT-KID8kRbqZo7MyscQ,Markiplier,22,21.14.01,markiplier isn't real,4891122,443880,3827,39716,https://i.ytimg.com/vi/cfykWkilSQ8/default.jpg,False,False,I'm leaving for a week. Also I'm not real.
592,bIiLofAhTz8,ALLERGIC REACTION after SAYING YES to the dress,2021-01-05T01:13:39Z,UCLGe0PxyRFWmXVGJKq_gGvw,fancy vlogs by gab,22,21.14.01,Allergic reaction after saying yes to the dress|Say yes to the dress|Saying yes to the dress|Hi stalker taking the time to search my tags 🥰|Mother laughs at bridesmaid|Allergic reaction|Bridal vlogs|Fancy vlogs by gab|Gabi demartino|Gabi demartino engaged,729578,30034,1668,2523,https://i.ytimg.com/vi/bIiLofAhTz8/default.jpg,False,False,"What is grace? https://youtu.be/m2bz8mnWsbsBeautiful mess FRAGRANCE ORDER NOW HERE:https://gabifragrances.com shop my clothes + antiques! https://gabtoinetteantiques.bigcartel.comDOWNLOAD + STREAM pretty little mind http://smarturl.com/prettylittlemindDOWNLOAD + STREAM Champagne Dreamshttp://smarturl.it/champagnedreamsSUBSCRIBE TO MY NEW VEVO ARTIST PAGE!https://www.youtube.com/channel/UC9apgDi_fm5AUeZf6PAvYlAMY SITE! MERCH / ALBUM / TOUR UPDATES HERE / video + ANTIQUE SHOP HERE!https://gabidemartino.coPLS DONATE https://www.gofundme.com/f/policeaccountability?sharetype=teams&member=4519946&utm_medium=copy_link&utm_source=customer&utm_campaign=p_na+share-sheet&rcid=3a10c4ec01464269a3b43a081378f35bhi i’m gabi DeMartinostay fancy always a video is posted every 3 days!Beautiful Mess album coming to you 2021! (15 tracks)Gabroadway - EP by Gabi DeMartinohttps://music.apple.com/us/album/gabroadway-ep/1518006502Thumbnails by: @abbyclocker @abbytheanimator 🐇twitter.com/gabcake tweet me that you saw this and I’ll follow u back heheTIKTOK: fancytiktokbygabInstagram.com/gabiyou’ve never seen an aesthetic til you’ve seen my instaaaafollow the instagram page for our home! instagram.com/thecastawaycottageFollow my show on instagram! instagram.com/bloodqueensofficialFor $5 in ride credit, download the Lyft app using my referral link: https://www.lyft.com/i/GABRIELLA20736?utm_medium=p2pi_iacc. It's the most affordable ride in town. ORDER our EP! http://smarturl.it/NikiGabiINDIVIDUALDownload my single, flowers! http://smarturl.it/NikiGabiINDIVIDUALmake sure to follow the instagram page @blooduqeensofficial-Snapchat-fancysnapsbygabi mean, if you’re girly and would love to see girly snaps and over-usage of snapchat filters then go ahead and add me!!i have my own series going on this channel in october and you can get inside looks already at @bloodqueensofficial on instagram!!!steal my style: http://stealherstyle.net/gabriella-demartino/  -Tumblr- http://www.breakfastatchanel-starringgabi.tumblr.com-Pinterest-www.pinterest.com/pinkprincessGAB"
595,mdf0D-3kH_0,I'm leaving Funhaus... Sort of.,2021-01-05T21:58:46Z,UC0-oj8XzwSjUEQiOJOiVFPw,jon smiff,22,21.14.01,funhaus|rooster teeth|moving on|alanah pearce|bruce greene|lawrence sontagg|elyse willems|james willems|jon smiff|smiff|mr riddles|trendblaster|demo disk|wheelhaus|korea|south korea|video editing|after effects|premiere|gary busey,204509,16774,250,1485,https://i.ytimg.com/vi/mdf0D-3kH_0/default.jpg,False,False,or am i???buy some merch: https://pizzaposse.comcome hang out: https://twitch.tv/jonsmiffmusic provided by lofi geekhttps://www.youtube.com/channel/UCyD59CI7beJDU493glZpxgAhttps://spoti.fi/3dTH2FN
597,fWdbo0i8v9g,Get Abs & Flat Stomach Workout | Flat Stomach Challenge 2021,2021-01-04T12:00:13Z,UCCgLoMYIyP0U56dEhEL1wXQ,Chloe Ting,26,21.14.01,abs|abs workout|abs exercise|lower abs workout|intense ab workout|10 minute abs|flat belly exercise|flat belly workout|abs workout program|abs program|workout|exercise|flat stomach|flat tummy|female abs|female six pack|how to get abs|sexy abs|girl abs|quick way to get abs|get abs quick|abs fast|10 mins workout|abs challenge|chloe ting abs|abs chloe|chloe abs|flat stomach workout|flat stomach exercise|how to get flat stomach|abs routine,2123390,66679,1008,3979,https://i.ytimg.com/vi/fWdbo0i8v9g/default.jpg,False,False,"Time to work those abs! Check out my Flat Stomach Challenge. We've got 8 brand new episodes in this 28 days program. Please smash that like button for me, and drop a comment below with how you go each day.✚ Free Program Schedulehttps://www.chloeting.com/program/2021/flat-stomach-challenge.htmlNew Warm Up Routine - https://youtu.be/j6C-6F6dr-4Ep 1 - Full Body - https://youtu.be/CPI_Ve7vsHsEp 2 - Abs - https://youtu.be/fWdbo0i8v9gEp 3 - Upper Body -  https://youtu.be/iN-AEOs9rzcEp 4 - Booty - 7th JanEp 5 - HIIT - 11th JanEp 6 - Lower Abs - 13th JanCooldown - TBA✚ Sponsor this channelhttps://www.youtube.com/chloeting/joinSub to my 2nd channelhttps://www.youtube.com/channel/UCBrcDabYtwbR1VIhwH5efZA?sub_confirmation=1✚ My linkshttps://www.instagram.com/chloe_t/https://www.instagram.com/itschloeting/twitch.tv/chloetinghttps://discord.gg/chloetingMy Spotify Playlist https://open.spotify.com/user/s17162aerlbfj7cpsvv48spyx?si=0Zzwvx6-SdW2gbuyIveoaQ✚ Music byParty in Backyard - https://www.youtube.com/user/PartyInBackyardI Can Feel It - https://youtu.be/rMxjLEfZUrwSean Remix - https://youtu.be/R4YzjPfwSJgDylan LockeRoomie Badhttps://youtu.be/XYVqxH1s4qc#workouts #fitness #chloetingIMPORTANT DISCLAIMER: Some people may see my video titles as click-bait. YouTubers optimise their video's meta data for discovery due to how the algorithm is like. This isn't anything new. Most people who've been watching YouTube for years would understand this. If you're unhappy and get triggered by this, well, this channel isn't for you then. I’ve provided free workout schedules and programs since day 1 and have always optimised my meta data as such so that's not going to change.Having said that, it doesn't mean the workout do not work. You will still see results by following a suitable program schedule, watching your diet, being in a deficit or surplus (based on your goals), doing exercises in good form, etc. These are all equally important factors. You're not going to get abs, grow a booty, grow biceps magically from 1 or 2 videos, in 1, 2, 3 or 4 weeks cause everyone is different. I've explain multiple times throughout videos throughout my channel over years that it takes time and lots of factors, so don't take a video title out of context. Targetting fat loss is not scientifically proven. Everyone is different and it takes time. When doing any home workouts, do take precaution to exercise in a safe environment, and if you need help or you're not seeing results, I suggest seeing a health and fitness professional to give you tailored advice on your exercise form and dietary needs. I am not a medical professional and what I share on my channel are my views and what has worked for myself. Your health and safety is the utmost importance so find out what works for you."
711,rY2xbodmGj8,SNEAKING Into A Movie Theater For 24 HOURS!,2021-01-10T16:00:32Z,UCwIWAbIeu0xI0ReKWOcw3eg,Unspeakable,22,21.15.01,unspeakable|vlog|vlogs|unspeakablegaming|prank|comedy|challenge|laugh|funny|moments|craziest|pranks|crazy|no cursing|no swearing|how to|parody|troll|video|react|family friendly|funniest|adventure|trolling|unspeakable vlogs|real life|life|unspeakable real life|unspeakableplays|movie theater|24 hour|overnight challenge|24 hour challenge|for kids|movie theater prank|24 hours,3403817,80603,3981,8849,https://i.ytimg.com/vi/rY2xbodmGj8/default.jpg,False,False,NEW MERCH! - https://www.unspeakable.com/Follow all of these or I will steal your cookies.INSTAGRAM 1 - http://instagram.com/unspeakableINSTAGRAM 2 - https://www.instagram.com/Unspeakableshop/TIK TOK -  https://vm.tiktok.com/tyG2Rd/TIK TOK 2.0 - https://www.tiktok.com/@unspeakablegameplaysFACEBOOK - https://www.facebook.com/UnspeakableVlogsFACEBOOK 2.0 - https://www.facebook.com/UnspeakableClothingSubscribe to my other channels or I will eat your computer.MINECRAFT - https://www.youtube.com/user/UnspeakableGaming?sub_confirmation=1EPIC GAMES - https://www.youtube.com/channel/UC1n_yB_W-FZCbwajZPcs8Jw?sub_confirmation=1VLOGS - https://www.youtube.com/channel/UCwIWAbIeu0xI0ReKWOcw3eg?sub_confirmation=1VLOGS 2.0 - https://www.youtube.com/channel/UCet_y01v87pE7MPGikjTQQw?sub_confirmation=1NEW MERCH - https://www.youtube.com/channel/UCBUOxKtRd79qLwkLTPsFCUA?sub_confirmation=1THE NOOB - https://www.youtube.com/channel/UCA1LBqaJbeRPyjL3LmHjwqQ?sub_confirmation=1Thanks for watching! Likes are greatly appreciated! Subscribe to be notified when my next video is live!
712,uNLwgYG4EdA,Food Theory: MrBeast Burger Is NOT What You Think...,2021-01-09T19:05:08Z,UCHYoe8kQ-7Gn9ASOlmI0k6Q,The Food Theorists,26,21.15.01,mrbeast|mrbeast burger|mrbeast restaurant|mrbeast burger taste test|i tried mrbeast burger|mrbeast burger review|mrbeast burger mukbang|mr beast|mr beast burger|mr beast burger review|mrbeast burger drive through|mr beast burger drive through|mrbeast burger menu|mr beast burger menu|food theorists|food theory|matpat|film theory|game theory|binging with babish|eat the menu|without a recipe|mr beast rewind|mrbeast rewind|game theorists,2928495,136049,4356,10499,https://i.ytimg.com/vi/uNLwgYG4EdA/default.jpg,False,False,"SUBSCRIBE to Never Miss a Food Theory! ►► https://bit.ly/2CdCooV      MrBeast posted a video where he announced he was opening his own, mainly digital, fast food restaurant. It went over BIG, not only in the one brick and mortar drive through in his video, but with the food apps as well. I was fascinated and had to learn how he pulled it off, as well as if this is a move that could change the face of fast food forever. What I found, Theorists, is VERY interesting. I think I've figured out the SECRET to MrBeast Burger and it may not be what you expect...SUBSCRIBE for Every Theory! ►► https://bit.ly/2CdCooV   Want More FOOD THEORY?You've Been SCAMMED! (Supermarket Secrets) ► https://youtu.be/EqviBPG2uPETootsie Pops, How Many Licks? ► https://youtu.be/qOS5NAdyWDwNever Order McDonald's Medium Fries! ► https://youtu.be/c_jnZkVlNtwKool Aid Man Is A Marvel Villain! ► https://youtu.be/CuZ14w_g3WA    Don't Trust Your Cake! ► https://youtu.be/dulS3GGiJ7M  Join our other Theorist Communities!Game Theory! ► http://bit.ly/1qV8fd6 Film Theory! ► http://bit.ly/1dI8VBH Need Royalty Free Music for your Content? Try Epidemic Sound. Get A 30 Day Free Trial! ► http://share.epidemicsound.com/theFoodTheorists Credits:Writers: Matthew Patrick, Justin Kuiper, and Luke BaratsEditors: Pedro Freitas, Dan Cybert Seibert, and Tyler MascolaAssistant Editor: AlyssaBeCrazy  Sound Editor: Yosi Berman #MrBeast #MrBeastBurger #FastFood #Burger #FoodTheory #Food #Recipe #Matpat #GameTheory #FilmTheory"
721,q7WgWXHF_oI,FLYING IN 2021.,2021-01-10T15:00:14Z,UC4ijq8Cg-8zQKx8OH12dUSw,Kara and Nate,19,21.15.01,[none],596399,23992,4024,5680,https://i.ytimg.com/vi/q7WgWXHF_oI/default.jpg,False,False,"What's it like to fly in 2021? After an unexpected turn of events, we boarded an airplane for the first time in 9 months. This was our experience.#Travel vlog 749 | Nashville | Filmed Jan. 7, 2021🗺 Create your own CUSTOM route map from your favorite vacation, city, or road trip with our new site! https://atlas.co/ Follow us on Instagram for behind the scenes content: @karaandnate https://www.instagram.com/karaandnate/ Sign up for our Sunday Summary email here - https://karaandnate.com/sunday-summary/✈️ We created FareDrop to help you score super cheap international flights! Try it for free and get flight deals up to 80% off ➡️ https://faredrop.com/ ⬅️Download these copyright free songs we used in this episode - All are from here: http://bit.ly/epidemic_sound——————————————————Here’s Nate’s FREE guide to airport lounge access: http://karaandnate.com/the-ultimate-guide-to-lounge-access/ Kara’s Behind the Scenes Guide to Editing a Vlog:https://learn.karaandnate.com/p/how-to-edit-a-vlog/ Our current camera setup: https://karaandnate.com/travel-vlogging-gear/——————————————————PATREON: https://www.patreon.com/karaandnate SUPPORT OUR WORK: http://karaandnate.com/keep-us-on-the-road/ PACKING LIST: http://karaandnate.com/travel-essentials/ FACEBOOK: https://www.facebook.com/karaandnate/ INSTAGRAM: @karaandnate https://www.instagram.com/karaandnate/ TWITTER: @karaandnate https://twitter.com/karaandnate——————————————————Originally from Nashville, Tennessee, we got married June 2013 and quickly caught the #travel bug! We started “travel hacking” & finally decided we wanted to travel for one year. After 2 years of saving $ and over 2 million miles and points, we sold our cars and apartment and left home January 10, 2016. We started this #travelvlog to share our experiences with friends and family, then decided we really liked vlogging and traveling! After achieving our new goal of 100 countries before 2020 and all 7 continents, we have no plans to slow down anytime soon, and we are incredibly thankful to do something we love every day. :)"
727,zPmEHLbJIc4,BACK TO BOAT LIFE (our daily routine on the sea),2021-01-10T14:00:14Z,UCBo9TLJiZ5HI5CXFsCxOhmA,Gone with the Wynns,19,21.15.01,Gone With the Wynns|the Wynns|Sailing|Catamaran|Sailboat|Sail Around the World|Diving|Cruising|Nikki and Jason Wynn|Blue Water Cruising|Ocean|Sailing for Beginners|Circumnavigation|Life on a Yacht|Living on a Yacht|Tips|Tricks|Boating|Boat life|lifestyle|curiosity|free diving|travel|adventure|off grid|tiny house|underwater|Normal Boat Life Day|Day in the Life,270575,16938,225,1753,https://i.ytimg.com/vi/zPmEHLbJIc4/default.jpg,False,False,"Now that the excitement (chaos) of splashing the boat and immediately preparing for cyclones has passed, we’re slowly getting back to our familiar routines of living a life on the sea.❤ Join Our Crew! ❤ For exclusive content, behind the scenes & Q&A's: http://bit.ly/patreon-wynn https://www.gonewiththewynns.com/sailing ☝Full Scoop On The Blog📷 Photo & Video Gear 📷https://www.gonewiththewynns.com/photo-video-gear 📱 UPDATES on Social 📱  INSTAGRAM: https://instagram.com/the_wynns/ FACEBOOK: https://www.facebook.com/GoneWithTheWynns 📧EMAIL notifications, so you never miss a video🍦http://bit.ly/gwtw-social🎶 MUSIC for vids. 2 Months Free:  https://bit.ly/artlist-GWTWArtists – I Am DayLight, Lighthearts, Ikoliks, and Liqwid💯FREE ways to support our productionshttp://bit.ly/join-gwtw🎽GET YOUR SWAG ON:  https://gonewiththewynns.teemill.com/----------------------------------------------------------------------------------------------WHO ARE WE?We’re Jason and Nikki Wynn.  We been living #OffTheGrid and exploring the world for 10 years.  Our first six years of #travel were an epic road trip around North America.Now we’re on a #sailing voyage about the world.  Did we have any previous sailing experience, of course not! Neither of us is overly talented, smart, rich, lucky, or retired. But that doesn’t stop us from reaching far-flung destinations, having wild #adventures and managing everything that makes living aboard a moving vessel possible.  We’re two ordinary people that just so happen to live an extraordinary life.And this is why we publish our lives on the world wide web.  We share in hopes of inspiring you to find your adventure.Timestamps if you like to Jump Around:00:00 Sunrise on CURIOSITY00:50 Intro01:30 Getting Back in the Groove03:07 Sailboat Morning Routine05:05 Boat Life Chores07:33 Rain Water Capture & Filter08:23 Polishing Stainless Steel09:14 Cold Lunch, Hot Days12:31 Daily Weather Check13:54 A Big New Problem15:09 Rain (Again)16:11 Crackin' an Old Nut18:19 Swim & Free-Dive20:54 Fresh Coconut Cream 21:40 The Best Time of Day23:19 Dinner - Pumpkin Curry25:23 Bloopers----------------------------------------------------------------------------------------------#BoatLife #Catamaran #TravelVlog #DigitalNomad #LifeStyle #Sailboats © Gone With the Wynns 2020"
734,_xJUCsyMQes,Saweetie - Best Friend (feat. Doja Cat) [Official Music Video],2021-01-07T23:00:20Z,UC2FCUwThC0RAzaQoI0TtpLA,Official Saweetie,22,21.15.01,saweetie|sweetie|tap in|my type|icy grl|icy girl|female hip hop|female rapper|hip hop|R&B|Doja Cat|Featuring Doja Cat|That's my best friend|Best Friend|Best Friend Saweetie Doja Cat|best friend thats my bestfriend lyrics|best friend tiktok|doja cat saweetie song|doja cat saweetie best friend mp3|saweetie ft doja cat|doja cat x saweetie type beat|dojacat|best friend video|best friend song|she's a real bad bitch,25286724,545395,27637,27660,https://i.ytimg.com/vi/_xJUCsyMQes/default.jpg,False,False,"Download/Stream Best Friend (feat. Doja Cat): https://Saweetie.lnk.to/BestFriend❄️ICY GANG❄️Tap in with Saweetie to gain exclusive access to the next episode first! Text +1 (510) 250-3890 Follow SaweetieOfficial Website: www.saweetie.comTwitter: https://twitter.com/saweetieFacebook: https://www.facebook.com/OfficialSaweetieInstagram: https://www.instagram.com/saweetie/Credits: Starring: Saweetie, Doja Cat, & King BachDirected by Dave MeyersExecutive Producer: Nathan ScherrerProduced by Roisín Audrey MoloneyProduction Supervisor: Tori StoroshProduction Company: Freenjoy Saweetie Costume Design: Bryon JavarDoja Cat Costume Design: Brett Alan Nelson Director of Photography: Joshua Zucker- PludaProduction Designer: Alec Contestabile Cast Costume Design: Ann-Marie HoangEditor: Alyssa Oh @ Rock Paper ScissorsColorist: Stefan Sonnenfeld @ Company 3VFX: Buf ParisSound Design: Jeff Malen @ Lime StudiosLyrics:That’s my bestfriend she a real bad bitchGot her own money she don’t need nigOn the dance floor she had two three drinksNow she twerking she throw it out and come back inThat’s my bestfriend she a real bad bitchDrive her own car she don’t need no lyftIn the strip club know my girl gone tipNow she twerking throw it out and come back inBeep beep is that my bestie in a tesiFresh blow out skin on 10 owe she readyBitch you look goodt with a t at the endImma hype her every time that’s my mothafuckin friendShe been down since the jellies and the bo bo’sNow we steppin out the G in manolo’sWhen we pull up to scene hoes be filled with jealousyIf a bitch get finicky she gone bring that energyI hit her phone with the tea like bitch guess whatAll the rich ass boys wanna fuck on usAll this ass sittin up you can look don’t touchAnd I’m bad bussin bands every time we link upThat’s my bestfriend she a real bad bitchGot her own money she don’t need nigOn the dance floor she had two three drinksNow she twerking she throw it out and come back inThat’s my bestfriend she a real bad bitchDrive her own car she don’t need no lyftIn the strip club know my girl gone tipNow she twerking throw it out and come back inThat’s my bestfriend if you need a freakI aint dumb but mothafucka she my Tweedle DIf she ride for me she don’t need a keyIf you sideways she’ll straighten you as needed beAnd she so bad that I just can’t take that bitch nowhereShe off her fish I said uh uh don’t go thereBitch break her back she protect and attackGet that strap let them buckleFoot on neck give no airWhole world wanna be usMy main bitch she my day 1On my way bitch letcha get drunkCelebrate cause we the baddest in the clubThat’s my bestfriend she a real bad bitchGot her own money she don’t need nigOn the dance floor she had two three drinksNow she twerking she throw it out and come back inThat’s my bestfriend she a real bad bitchDrive her own car she don’t need no lyftIn the strip club, know my girl gone tipNow she twerking throw it out and come back inBest friend you the baddest and you know itUh oh girl I think yo booty growingFck it up in the mirror hit them posesBest friend damn you mfn glowingBest friend damn yo wrist look like it’s frozenUh oh girl I think yo booty growingFck it up in the mirror hit them posesBest friend you mfn soulmate#Saweetie #DojaCat #BestFriend #PrettyBitchMusic"
742,B6bJ_vTslyo,The last episode of the “Life Series”: The life of white radish!一生系列产品最后一个视频——萝卜的一生丨Liziqi Channel,2021-01-09T11:45:17Z,UCoC47do520os_4DBMEFGg4A,李子柒 Liziqi,26,21.15.01,liziqi|liziqi vlogger|中國美食|中華傳統文化|Chinese food|饮食文化|中国风|田园|美食|ly tu that|李子柒|lý tử thất|李子柒 最新|李子柒 2020|李子柒 一生系列|李子柒 更新|萝卜的一生,5086478,244009,43922,215338,https://i.ytimg.com/vi/B6bJ_vTslyo/default.jpg,False,False,"Please  subscribe to 【李子柒 Liziqi 】Liziqi Channel on YouTube if you like my videos: https://goo.gl/nkjpSx #李子柒#lýtửthấ#Liziqi#ChineseCuisine #ChineseFoodMake pickles on Minor Snow, and cured meat on Major Snow. The freezing wintry days summon the lunar new year. Isn’t it the best time to pickle the food you have around!Pickled mustard tuber, dried white radish, preserved chicken, meat, and sausages…Hang them up!Do you know how white radish flowers wither and leave their seeds deep in the ground;And how the little ones sprout and grow up into full, long tuberous roots?This is the last episode of the “Life Series”, And farewell to “The life of …”小雪腌菜，大雪腌肉。寒冬腊月的，年关将近。可不就是各种腌嘛！榨菜头 萝卜干、腊鸡  腊肉  香肠通通挂起来！萝卜怎么落花成籽，怎么埋种地下。怎么发芽，又是如何长大……这是《一生系列》的最后一个视频了，XX的一生，就停在这里了吧！ 【李子柒 Liziqi 】 https://goo.gl/nkjpSx--------------------------------------------------------------------liziqi李子柒更多精彩视频推荐/More wonderful video recommendations：liziqi李子柒精选视频/decent video selection：https://is.gd/qe9xuc李子柒●花开有声 | Soud of blooming flowers： https://is.gd/tyr1ja李子柒 ●饮食以节 | Chinese festival food： https://is.gd/3LsFnu李子柒 ●适时而食 | Seasonal diet： https://is.gd/JmLJH3东方非遗传承 | Oriental intangible cultural heritage ： https://is.gd/atatyo传统工艺 | Traditional handicraft： https://is.gd/FPl4dfSpring 春之卷：https://is.gd/EBwo2nSummer 夏之卷：https://is.gd/i1jJ46Autumn 秋之卷：https://is.gd/YBVeL2Winter 冬之卷：https://is.gd/3JqW8D#李子柒#liziqi"
745,e4wajXk_cDs,Kristin's Wife Comes Out As Trans,2021-01-08T20:00:19Z,UCsN7kK_cJKG4PtP5AC8MP4A,The Kitchen & Jorn Show,22,21.15.01,trans|coming out|coming out as trans|trans woman|trans women|brie|kristin and jen|kitchen and jorn|jen from buzzfeed|kristin from buzzfeed,1366167,94214,4799,12338,https://i.ytimg.com/vi/e4wajXk_cDs/default.jpg,False,False,"Meet Brie!Subscribe to our Patreon: https://www.patreon.com/kitchenandjornVideo edited by: Mia Barnett (https://www.instagram.com/miapagebarnett)Video captioned by: Arielle StewartTitle cards by: Oliver Rogue (https://www.youtube.com/c/OXRStudios)Channel art by: Sarah Day (https://sarahdayarts.com)New videos every Friday, at 12PM PST!Sound effects obtained from: https://www.zapsplat.com"
986,lum_eNjiplg,Markiplier Is Real,2021-01-11T17:50:37Z,UC7_YxT-KID8kRbqZo7MyscQ,Markiplier,22,21.18.01,markiplier is real|markiplier isn't NOT real,4373408,453694,3249,40843,https://i.ytimg.com/vi/lum_eNjiplg/default.jpg,False,False,You've done it! You've discovered the truth that Markiplier is real after all! Also I'm done with my writing week so I'm back to making videos.Doesn't Know His Own Lore ► https://www.youtube.com/markiplier
989,oohtxYAfsLg,"EATING ALL MY WEIRD PREGNANCY CRAVINGS! 24 Weeks, Baby Update!",2021-01-11T00:40:39Z,UCTTJMptGhfJA67e40DlqbNw,Karina Garcia,26,21.18.01,pregnancy cravings|mukbang|karina garcia|karina garcia slime|karina garcia pregnant|pregnant|we're pregnant|cravings|crazy cravings|trying your cravings|my husband tries|funny|challenge|pickles and peanut butter|hot cheetos|hot cheetos pizza|mac n cheese|mac'n'cheese|mac n cheese pizza|family friendly|my family|22 weeks pregnant|im pregnant|23 weeks pregnant|2nd trimester|lets talk|pregnancy vlog|vlog|real talk|pregnancy after miscarriage,653634,21442,658,4812,https://i.ytimg.com/vi/oohtxYAfsLg/default.jpg,False,False,trying weird pregnancy cravings you suggested + eating my cravings mukbang! lets catch up on what's been going on! Pregnancy Update!
992,tkcyNiG1mLU,I'm Pregnant !,2021-01-10T22:05:36Z,UCqvsPL3r5Z8023PyoIbiikg,Simplynessa15,22,21.18.01,simplynessa15|simplynessa|2017|free|makeup|stuff|products|beauty|guru|macbarbie07|michellephan|sub4sub|sub|how|to|get|more|grow|your|hair|no|heat|straight|young|teenage|girl|fashion|style|cheap|high|school|looks|middle|tutorials|foundation|brushes|different|flat|round|squrare|duo|fibre|fiber|mac|elf|compilation|teen|fail|storytime|pregnant|simplynessa baby|roman atwood|von|lana|mrbeast|alondradessy|im pregnant|finding out im pregnant|best friend,485119,41093,444,5270,https://i.ytimg.com/vi/tkcyNiG1mLU/default.jpg,False,False,"Lord Farquad is gonna be a mom :)Twitter @simplynessa15Instagram @simplynessa15https://www.twitch.tv/nessabriellaWatch more of my Storytime videos https://youtube.com/playlist?list=PLiuUfAVfE5cqte0FIfmWYgep3jXqCBtJTWatch more of my vlogs https://youtube.com/playlist?list=PLiuUfAVfE5coOxccs7HfZkbriH7sDdP2qWatch more of my sp0oky paranormal videoshttps://youtube.com/playlist?list=PLiuUfAVfE5cqp8ZJBIbgcApl3-UWjXfNfmal videos BUSINESS EMAIL for PRODUCT PROMOTION AND REVIEWS: simplynesssa15@gmail.com"
