,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
192,zUnOCb4-0D8,FINDING OUT I'M PREGNANT *EMOTIONAL*,2021-01-03T10:00:11Z,UC1CUhQQjVS13V6cNKJyePDg,Elle Darby,22,21.11.01,pregnancy announcement|pregnancy test|emotional pregnancy test|live pregnancy test|first trimester|pregnancy symptoms|telling my husband i'm pregnant|pregnancy test at home|i'm pregnant|positive pregnancy test|finding out i'm pregnant|elle darby|elle darby pregnant|early pregnancy symptoms|live pregnancy test 2020|emotional live pregnancy test|live pregnancy test reaction|live pregnancy test dpo|4 weeks pregnant|5 weeks pregnant|ovulation,775134,70744,1089,3831,https://i.ytimg.com/vi/zUnOCb4-0D8/default.jpg,False,False,"I feel like the luckiest girl in the world. Thank you for following along this journey with me, angels! I can't wait to become someone's mummy xFOLLOW MEINSTAGRAM @elledarby_  ANGELLE COLLECTION https://angellecollection.com/PREGNANCY PLAYLIST -https://www.youtube.com/watch?v=zUnOCb4-0D8&list=PLWeaJW--8WZQaZP0mtaE5Ulg9fecboMSi live pregnancy test early pregnancy symptoms first trimester"
375,rJ-FEfXzKIY,STEPHEN TRIES vs CALFREEZY | Park The Bus Episode 4,2021-01-07T16:00:01Z,UCIgl4k5noP5bHyqFqSccy_Q,UMM,22,21.13.01,umm|umm football|umm channel|harry pinero|harry pinero does the shoe fit|chunkz|filly|football|football challenges|foot asylum|pro direct soccer|wroetoshaw football|football challenge|sidemen football|sidemen football challenge|umm park the bus|park the bus|Chunkz|KSI|umm assumptions|callux umm|callux|stephen tries|stephen tries podcast|stephen tries f2|calfreezy|calfreezy cook off|calfreezy podcast|stephen tries vs calfreezy,266497,11963,110,275,https://i.ytimg.com/vi/rJ-FEfXzKIY/default.jpg,False,False,"Subscribe to UMM ► https://bit.ly/UMMofficial11 YouTubers. 1 bus to park. Whoever concedes the fewest goals, wins. 🚌⛔️⚽️Episode 4 sees two GIANT of YouTube face off. It's Stephen Tries vs Calfreezy!A massive thank you to ExCel London for hosting us for Park The Bus Series 1. UMM. Characters. Entertainment. Sport. In that order.UMM on Instagram: https://www.instagram.com/ummofficialUMM on Twitter: https://twitter.com/ummofficialukUMM on Facebook: https://www.facebook.com/UMMofficial"
377,WJztNpnxZjQ,The Pengest Munch Ep. 35: Mississippi Fried Chicken (Essex Road),2021-01-08T16:30:13Z,UCZFmxd9L1btyXig-2Dp9XnA,The CNSR,19,21.13.01,[none],318778,17013,166,1114,https://i.ytimg.com/vi/WJztNpnxZjQ/default.jpg,False,False,"What's good peoples? This time I passed through Essex Road to link a very familiar shop, I've never been to. It was not what I expected, in a bless way 😅 There was nowhere to sit down, so I had to stand up on some concrete seat to eat, and I actually had to move to the next seat 2 metres to the left, because there was a whole gang of pigeons lined up ready to shoot from the hip (backwards)😅 precarious settings.Subscribe, Like & Share the ting!Filmed/Edited by // VP In The CutTwitterGram // VPInTheCut Music // Splurt Diablo - fm2015TwittaGram // MerkyAcehttps://splurtdiablo.bandcamp.com/https://twitter.com/4WingsPleasehttps://www.facebook.com/ChickenConnoisseurhttp://instagram.com/PengestMunch"
382,YctpQHbjcHM,What Happens to the EU Budget when Britain Leaves? The EU's Budget Explained - TLDR News,2021-01-06T09:34:57Z,UC-eegKVWEgBCa4OzjnK_PtA,TLDR News EU,22,21.13.01,[none],323363,9190,358,3338,https://i.ytimg.com/vi/YctpQHbjcHM/default.jpg,False,False,"TLDR's New Channel: https://www.youtube.com/channel/UC-uhvujip5deVcEtLxnW8qgBritain is a major contributor to the EU's total budget and without it Europe might struggle to fill the gap. So in this video we explain how the EU's budget works, what Britain's exit means and how Europe plans to make the maths work without Britian.Follow TLDR on Facebook: http://www.facebook.com/tldrnewsukFollow TLDR on Twitter: https://twitter.com/tldrnewsukFollow TLDR on Instagram: http://www.instagram.com/tldrnewsukSupport TLDR on Patreon: http://www.patreon.com/tldrnewsTLDR Store: https://www.tldrnews.co.uk/storeTLDR TeeSpring Store: https://teespring.com/stores/tldr-springLearn About Our Funding: https://tldrnews.co.uk/fundingDonate by PayPal: https://tldrnews.co.uk/fundingTLDR is all about getting you up to date with the news of today, without bias and without filter. We want to give you the information you need, so you can make your own decision.TLDR is a super small company, run few people with the help of some amazing volunteers. We are primarily fan sourced with most of our funding coming from donations and ad revenue. No shady corporations, no one telling us what to say. We can't wait to grow further and help more people get informed. Help support us by subscribing, following and backing on Patreon. Thanks!////////////////////////////////////////1 - https://ec.europa.eu/info/strategy/eu-budget/transparency/fact-check_en2 - https://www.statista.com/chart/18794/net-contributors-to-eu-budget/3 - https://www.visualcapitalist.com/which-countries-are-the-biggest-boost-or-drag-on-the-eu-budget/4 - https://www.myeu.uk/5 - https://www.consilium.europa.eu/en/press/press-releases/2020/02/18/council-sets-its-priorities-for-the-2021-eu-budget/6 - https://www.consilium.europa.eu/en/infographics/recovery-plan-mff-2021-2027/7 - https://www.ft.com/content/9c82433c-f846-11e9-a354-36acbbb0d9b68 - https://ec.europa.eu/info/sites/info/files/factsheet_budget_contingency_final.pdf"
383,JMgHZ5XHA_4,"He Bet $20,000 On A Coinflip, And Won",2021-01-07T21:11:13Z,UC4-79UOlP48-QNGgCko5p2g,MrBeast Shorts,22,21.13.01,[none],2721926,136630,1485,6883,https://i.ytimg.com/vi/JMgHZ5XHA_4/default.jpg,False,False,"Subscribe if you want to do this #shorts this is a short clip from my video called Would You Rather Have $100,000 OR This Mystery Key?"
386,4JI3dw1KLiU,TELLING MY BOYFRIEND I'M PREGNANT!,2021-01-05T17:00:02Z,UC1CUhQQjVS13V6cNKJyePDg,Elle Darby,22,21.13.01,elle darby|elle darby pregnant|pregnancy|pregnancy announcement|pregnancy test|emotional pregnancy test|live pregnancy test|first trimester|pregnancy symptoms|telling my husband i'm pregnant|pregnancy test at home|i'm pregnant|positive pregnancy test|finding out i'm pregnant|early pregnancy symptoms|live pregnancy test 2020|emotional live pregnancy test|live pregnancy test reaction|live pregnancy test dpo|ovulation|telling my boyfriend i'm pregnant,812384,46984,703,2015,https://i.ytimg.com/vi/4JI3dw1KLiU/default.jpg,False,False,"We feel like the luckiest people in the world. Thank you for following along this journey with us, angels! We can't wait to become someone's loving parents xFOLLOW USINSTAGRAM @elledarby_  @connorswift1ANGELLE COLLECTION https://angellecollection.com/PREGNANCY PLAYLIST -https://www.youtube.com/watch?v=zUnOCb4-0D8&list=PLWeaJW--8WZQaZP0mtaE5Ulg9fecboMSi live pregnancy test early pregnancy symptoms first trimester telling my husband i'm pregnant"
569,e4wajXk_cDs,Kristin's Wife Comes Out As Trans,2021-01-08T20:00:19Z,UCsN7kK_cJKG4PtP5AC8MP4A,The Kitchen & Jorn Show,22,21.14.01,trans|coming out|coming out as trans|trans woman|trans women|brie|kristin and jen|kitchen and jorn|jen from buzzfeed|kristin from buzzfeed,1313984,91432,4641,12074,https://i.ytimg.com/vi/e4wajXk_cDs/default.jpg,False,False,"Meet Brie!Subscribe to our Patreon: https://www.patreon.com/kitchenandjornVideo edited by: Mia Barnett (https://www.instagram.com/miapagebarnett)Video captioned by: Arielle StewartTitle cards by: Oliver Rogue (https://www.youtube.com/c/OXRStudios)Channel art by: Sarah Day (https://sarahdayarts.com)New videos every Friday, at 12PM PST!Sound effects obtained from: https://www.zapsplat.com"
571,1ZudFjXDDZc,I Had To Leave England...,2021-01-09T21:15:00Z,UCE4hoGDQruxi8_hUqB6tLVw,Joey Graceffa Vlogs,22,21.14.01,joey graceffa|joey graceffa vlogs|joey graceffa youtube|joey|graceffa|moving|moving to england|england|london|moving to london|london house tour|england house tour|apartment tour|flat tour|travel|traveling to england|what to do in england|sightseeing in england|daniel preda|breakup|break up|we broke up|zoella|alfie|zoe sugg|james charles|manny mua|nikita dragun|colleen ballinger|escape the night|vlog|travel vlog|apartment vlog|moving vlog,131655,10408,94,658,https://i.ytimg.com/vi/1ZudFjXDDZc/default.jpg,False,False,"I had to leave England... The first 1000 people to use this link will get a free trial of Skillshare Premium Membership: https://skl.sh/joeygraceffavlogs10201Subscribe: http://bit.ly/JoeyGVlogs | Enable ALL push notifications 🔔Watch the NEWEST videos: https://youtube.com/playlist?list=PLiyCaZMKIW1pPB5TnewaiFF5iwye3GMag&playnext=1&index=2Shop NEW Merch: https://joeygraceffa.com/shopFollow Joey Graceffa:Instagram: https://instagram.com/joeygraceffaFacebook: https://facebook.com/JoeyGraceffaTwitter: https://twitter.com/joeyGraceffaMain Channel: http://bit.ly/SubJoeyGGaming Channel: http://bit.ly/JoeyGamingStream Joey Graceffa: Apple: http://bit.ly/JoeyiTunesSpotify: http://bit.ly/JoeyGSpotifyWatch more Joey Graceffa: Puppy First Time: https://youtube.com/playlist?list=PLiyCaZMKIW1pLZDRQtX9vnLQGAveOxf9I&playnext=1Newest Videos: https://youtube.com/playlist?list=PLiyCaZMKIW1pPB5TnewaiFF5iwye3GMag&playnext=1&index=2Most Popular: https://youtube.com/playlist?list=PLiyCaZMKIW1oo0DekumkSIJZMp_wvClhL&playnext=1About Joey Graceffa: Ahh good day everyone! My name is Joey Graceffa and welcome to my official daily vlog YouTube channel where I like to film my daily life with my puppies. You can find videos on my life with puppies, puppy first times, cute puppy moments, and SO much more! Join the family and make sure you are subscribed! I love you, until next time, good damn bye!"
578,bSZzyX-iODM,TELLING MY SISTER I'M PREGNANT,2021-01-07T17:00:27Z,UC1CUhQQjVS13V6cNKJyePDg,Elle Darby,22,21.14.01,elle darby|pregnancy|pregnancy announcement|pregnancy test|emotional pregnancy test|live pregnancy test|first trimester|pregnancy symptoms|telling my husband i'm pregnant|pregnancy test at home|i'm pregnant|positive pregnancy test|finding out i'm pregnant|early pregnancy symptoms|live pregnancy test 2020|emotional live pregnancy test|live pregnancy test reaction|live pregnancy test dpo|ovulation|lucy carter|telling my family i'm pregnant|elle darby sister,812146,59835,665,4828,https://i.ytimg.com/vi/bSZzyX-iODM/default.jpg,False,False,"The video you've all been waiting for! Telling my little sister, Katie, I'm pregnant, and what an emotional moment it was. Thank you angels for all of your love and support, we are beyond excited to be bringing Baby Swift into the world! Lots of love always xFOLLOW MEINSTAGRAM @elledarby_  ANGELLE COLLECTION https://angellecollection.com/PREGNANCY PLAYLIST -https://www.youtube.com/watch?v=zUnOCb4-0D8&list=PLWeaJW--8WZQaZP0mtaE5Ulg9fecboMSi live pregnancy test early pregnancy symptoms first trimester telling my husband i'm pregnant"
694,W0j41CgQ45A,A HORRIBLE DAY FOR ROMELLO!,2021-01-11T19:15:14Z,UCrWSKaQ0YVig9wMpORO3nSQ,Meet The Greers,22,21.15.01,meet the greers|tekkerz kid|family|vlog|british family|funny|family friendly|mtg,138623,7180,89,0,https://i.ytimg.com/vi/W0j41CgQ45A/default.jpg,True,False,"SUBSCRIBE - http://bit.ly/Sub2GREERS  📷INSTAGRAM - http://bit.ly/GreersInstagram📷Mum - https://www.instagram.com/motherof6yo...📷Dad - https://www.instagram.com/thedadoffic...📷Romello - https://www.instagram.com/its_romello/📷Lorenzo -  https://www.instagram.com/tekkerzkid/📷Twins - https://www.instagram.com/sienna_and_...📷Thiago - https://www.instagram.com/babythiagoh...📷Marcelo - https://www.instagram.com/babymarcelo...#meetthegreers #mtgfam *****Follow us*****Follow us on Twitter - https://twitter.com/Meetthegreers------------------------------------------Greers Postal address PO Box 17420West BromwichB70 1GH------------------------------------------The Greer is a family of 8 from Birmingham, England. Family members include Nathan (The Dad), Tara (The Mum), Romello, Lorenzo (Tekkerz Kid), Sienna & Sariah (The Twins), Thiago and baby Marcelo We make  morning routine funny family challenge videos, house vlogsmeet the greers, tekkerz kid, family channel, family vloggers, funny, vlog, happy, family"
727,X_QP-rm7uJI,US vs UK Taco Bell | Food Wars,2021-01-10T17:00:14Z,UCwiTOchWeKjrJZw7S1H__1g,Food Insider,19,21.15.01,INSIDER|FOOD INSIDER|Food|Fast Food|Taco Bell|Baja Blast|Restaurant|UK|USA|Food Wars,730778,18096,419,2314,https://i.ytimg.com/vi/X_QP-rm7uJI/default.jpg,False,False,"From calorie count to portion sizes, we ordered everything on the UK and US Taco Bell menus to find out the big differences between the two.MORE FOOD WARS VIDEOS:US vs UK Papa John’s | Food Warshttps://www.youtube.com/watch?v=AXdaHVtSFBMUS vs UK Starbucks | Food Warshttps://www.youtube.com/watch?v=9fpfa1QP_8wUS vs UK Burger King | Food Warshttps://www.youtube.com/watch?v=vsofSoht7TQ------------------------------------------------------#TacoBell #FoodWars #FoodInsiderInsider is great journalism about what passionate people actually want to know. That’s everything from news to food, celebrity to science, politics to sports and all the rest. It’s smart. It’s fearless. It’s fun. We push the boundaries of digital storytelling. Our mission is to inform and inspire.Subscribe to our channel and visit us at: https://www.insider.comFood Insider on Facebook: https://www.facebook.com/foodinsider/Food Insider on Instagram: https://www.instagram.com/thisisinsiderfood/Food Insider on Twitter: https://twitter.com/InsiderFoodInsider on Snapchat: https://www.snapchat.com/discover/Insider/4020934530Insider on Amazon Prime: https://www.amazon.com/v/thisisinsiderInsider on TikTok: https://www.tiktok.com/@insiderFood Insider on Dailymotion: https://www.dailymotion.com/foodinsiderUS vs UK Taco Bell | Food Wars"
