,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
494,5MPoEcw_Lz8,"New OPM Love Songs 2021 - New Tagalog Songs 2021 Playlist - This Band, Juan Karlos, Moira Dela Torre",2021-01-10T22:00:01Z,UC7j0hFQZx0RlURRTp48OvNw,Loves. Music,22,21.15.01,[none],171114,1766,138,66,https://i.ytimg.com/vi/5MPoEcw_Lz8/default.jpg,False,False,"New OPM Love Songs 2021 - New Tagalog Songs 2021 Playlist - This Band, Juan Karlos, Moira Dela TorreThanks for watching! Don't forget to SUBCRIBE, Like & Share my video if you enjoy it! Have a nice day!© Follow Loves MusicYoutube → https://bit.ly/2Ko7F9o♫ New OPM Playlist: https://bit.ly/32LyrPu♫ Paskong Pinoy Playlist: https://bit.ly/351m0R0"
526,AFIeaaT4V7M,Most Old Beautiful Love Songs 70's 80's 90's 💗 Best Romantic Love Songs Of 80's and 90's Playlistv,2021-01-10T04:53:24Z,UCv5guRs-WdTxaEMbsyjYkCg,Polska Machinima,22,21.15.01,romantic love songs|beautiful love songs|most beautiful love songs|greatest beautiful love songs|beautiful songs|romantic songs|english love songs|best romantic love songs|love songs playlist|love songs of all time|songs for love|love songs 80s|love songs 90s|love songs 70s|love songs ever|old beautiful|old love songs|old beautiful love songs|love songs|songs for lovers|oldies love songs|melow love songs,150753,826,113,27,https://i.ytimg.com/vi/AFIeaaT4V7M/default.jpg,False,False,"Most Old Beautiful Love Songs 70's 80's 90's 💗 Best Romantic Love Songs Of 80's and 90's Playlist01. I’ve Been Waiting For You02. Maybe This Time03. I Don't Want To Lose Your Love04. Don't Know What To Say 05. You Are The Reason06. (Everything I Do) I Do It For You07. All This Time08. Stuck On You09. Said I Love You But I Lied10. How Do You Heal A Broken Heart11. I Don't Want You To Go12. You Are Still The One13. To Love Somebody14. When You Say Nothing At All15. The Will Of The Wind16. How Am I Supposed To Live...17. Take Me Now18. Wonderful Tonight19. I Want To Know What Love Is20. Making Love Out Of Nothing At All21. Sometime When We Touch22. In Your Eyes23. Make It With You24. I’ve Been Waiting For You25. We Could Have It All26. If The World Was Ending27. Hard To Say I’m Sorry28. Faithful Thanks for watching! Don't forget to SUBCRIBE, Like & Share my video if you enjoy it! Have a nice day!"
578,qgSI0jeFbww,FlipTop - Batas vs Pistolero | HAPPY NEW YEAR!,2020-12-31T13:39:59Z,UCBdHwFIE4AJWSa3Wxdu7bAQ,fliptopbattles,19,21.15.01,fliptop|flip top|flip top battles|fliptopbattles|fliptop battle|fliptop new|new|latest|2020|recent|content|battle|rap|underground|hiphop|filipino|pinoy|tagalog|philippines|pinas|vs|verse|music|bars|best|jokes|highlights|speed|funny|lines|comedy|festival|performance|live|highlight|online|isabuhay|quarantine|anygma|andrew e|batas|loonie|champion|poison|apoc|marshall|jonas|kram|k-ram|elbiz|luxuria|onaks|lil|weng|ahon|ahon 11|luzon|shernan|frooz|old|school|dos|por dos|pistolero,1018166,20252,794,3353,https://i.ytimg.com/vi/qgSI0jeFbww/default.jpg,False,False,"FlipTop presents: Ahon 11 Luzon, Day 2 @ D' mention, Buhay Parin City, Metro Manila, Philippines. October 2008. Filipino Conference Battle.-BATAS VS PISTOLERO-Subscribe Here! http://bit.ly/fliptopsubCheck out our top videos! http://bit.ly/fliptopTopVideosFacebook: https://www.facebook.com/fliptop.battleleagueInstagram: https://instagram.com/fliptopbattlesTwitter: https://twitter.com/FlipTop_BattlesPatreon: https://patreon.com/fliptopFor Sponsorship: Email partner@fliptop.com.ph #Batas #Pistolero #Ahon11About fliptopbattles:FlipTop Kru Corp. is a self-produced events and artist management company with its first product in the FlipTop Battle League. The FlipTop Battle League is the Philippines’ first premier – and the world’s most-viewed – rap battle league. It is popularly credited for the resurgence and widespread acceptance of hiphop culture in the Philippines since its inception in February 2010, and continues to champion all other hiphop elements in its variety of events and online content. It is home to the country’s top Hiphop talents and houses divisions in the main island groups of Luzon, Visayas, and Mindanao.www.fliptop.com.phFlipTop - Batas vs Pistolerohttps://youtu.be/qgSI0jeFbwwfliptopbattleshttps://www.youtube.com/fliptopbattles"
584,fF53U7TVCxg,COOLEST HACKS TO BECOME POPULAR AT SCHOOL || Epic Tik Tok Hacks Tested by 123 GO!,2021-01-02T14:00:07Z,UCBXNpF6k2n8dsI6nBH8q4sQ,123 GO!,26,21.15.01,#123go,11225238,90468,13036,5646,https://i.ytimg.com/vi/fF53U7TVCxg/default.jpg,False,False,"Would you ride a motorcycle to be popular? Let us know in the comments! And don’t forget to share this video with your friends and subscribe to our channel for more great videos like this one!#123GO #tiktok #schoolThis video is made for entertainment purposes. We do not make any warranties about the completeness, safety and reliability. Any action you take upon the information on this video is strictly at your own risk, and we will not be liable for any damages or losses. It is the viewer's responsibility to use judgment, care and precautions if one plans to replicate.The following video might feature activity performed by our actors within controlled environment - please use judgment, care, and precaution if you plan to replicate. Music by Epidemic Sound: https://www.epidemicsound.com/Stock materials:https://www.depositphotos.comhttps://www.shutterstock.comAll product and company names shown in the video are trademarks™ or registered® trademarks of their respective holders. Use of them does not imply any affiliation with or endorsement by them."
609,BLHN-gs-4gY,Bushcraft HACKS! Crazy Tent made from Plastic Wrap!,2020-12-30T17:00:12Z,UCzTWHWnJ6VIcbkpqyv7_FaQ,5-Minute Crafts LIKE,26,21.15.01,how to|howto|tutorial|tips|fun|useful things|challenge|like|pranks|crafts|diy|5-minute crafts|tricks|friend|craft|5-minute crafts like|do it yourself|diy projects|prank|funny|trucos|diy activities|lifehacks,10577980,77572,14926,1869,https://i.ytimg.com/vi/BLHN-gs-4gY/default.jpg,False,False,"Timestamps00:20 DIY amazing bushcraft tent from plastic wrap01:25 Splinter?01:45 How to cut your hair during a camping trip02:25 Handmade fish trap03:17 DIY outdoor sauna04:45 Helpful camping hacks and tricksThis video is made for entertainment purposes. We do not make any warranties about the completeness, safety and reliability. Any action you take upon the information on this video is strictly at your own risk, and we will not be liable for any damages or losses. It is the viewer's responsibility to use judgment, care and precautions if one plans to replicate.The following video might feature activity performed by our actors within controlled environment- please use judgment, care, and precaution if you plan to replicate.All product and company names shown in the video are trademarks™ or registered® trademarks of their respective holders. Use of them does not imply any affiliation with or endorsement by them.-------------------------------------------------------5-Minute Crafts: http://bit.ly/2itjCywFacebook: https://www.facebook.com/5min.crafts/Instagram: https://www.instagram.com/5.min.crafts/Twitter: https://twitter.com/5m_craftsSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqzSubscribe to 5-Minute Crafts PLAY: https://goo.gl/PEuLVtThe Bright Side of Youtube: https://goo.gl/rQTJZzFor more videos and articles visit: http://www.brightside.me/-------------------------------------------------------Music by Epidemic Sound: https://www.epidemicsound.com/"
613,459xXU3IdR0,GOOD STUDENT vs BAD STUDENT || Funny Situations At School by 123 GO!,2021-01-10T14:00:02Z,UCBXNpF6k2n8dsI6nBH8q4sQ,123 GO!,26,21.15.01,#123go,4527143,57506,5105,6251,https://i.ytimg.com/vi/459xXU3IdR0/default.jpg,False,False,"Being a student is difficult. Because there’s all these choices. Do you choose to be a good student? Or a bad student? If you’re having troubles picking, keep watching!Are you a good student? Or a bad student? Let us know in the comments! And don’t forget to share this video with your friends and subscribe to our channel for more great videos like this one!#123GO #school #comedyMusic by Epidemic Sound: https://www.epidemicsound.com/Stock materials: https://www.depositphotos.com https://www.shutterstock.comThis video is made for entertainment purposes. We do not make any warranties about the completeness, safety and reliability. Any action you take upon the information on this video is strictly at your own risk, and we will not be liable for any damages or losses. It is the viewer's responsibility to use judgment, care and precautions if one plans to replicate.The following video might feature activity performed by our actors within controlled environment - please use judgment, care, and precaution if you plan to replicate.All product and company names shown in the video are trademarks™ or registered® trademarks of their respective holders. Use of them does not imply any affiliation with or endorsement by them."
615,BAdF0qcfBFM,Best Romantic Love Songs 2021 | Love Songs 80s 90s Playlist English | Backstreet Boys Mltr Westlife,2021-01-08T17:31:52Z,UCv5guRs-WdTxaEMbsyjYkCg,Polska Machinima,22,21.15.01,loveSong 2021|Love Songs 80s|Love songs 90s playlist|English Love Songs 2021|Love Train|the best Of romantic Love Songs|Greatest hits of love Songs|Love Songs|90's Love songs playlist|relaxing beautiful Love Songs|best Romantic wedding songs|Valentine songs 2021|Backstreet Boys|Westlife|romantic Love songs Collection|Love songs 2021|best romantic|Mltr|Romantic Love Songs|Golden love|love songs of 90's and 80's|Westlife songs 2021,145469,694,89,24,https://i.ytimg.com/vi/BAdF0qcfBFM/default.jpg,False,False,"Best Romantic Love Songs 2021 | Love Songs 80s 90s Playlist English | Backstreet Boys Mltr Westlife01.I've Been Waiting for you02. Make It With You03. I Don't Want To Lose Your Love04. Don't Know What To Say 05. You Are The Reason06. (Everything I Do) I Do It For You07. All This Time08. Stuck On You09. Said I Love You But I Lied10. How Do You Heal A Broken Heart11. I Don't Want You To Go12. You Are Still The One13. To Love Somebody14. When You Say Nothing At All15. Heaven Knows16. The Will Of The Wind17. How Am I Supposed To Live...18. Take Me Now19. Wonderful Tonight20. I Want To Know What Love Is21. Making Love Out Of Nothing ...22. Sometime When We Touch23. In Your Eyes24. Make It With You25. The Past26. We Could Have It All27. If The World Was Ending28. Hard To Say I’m Sorry29. Faithful 30. This I Promise YouThanks for watching! Don't forget to SUBCRIBE, Like & Share my video if you enjoy it! Have a nice day!"
616,zjg76Z7AR-s,Best Romantic Love Songs 2020 | Love Songs 80s 90s Playlist English | Backstreet Boys Mltr Westlife,2021-01-03T16:14:03Z,UCv5guRs-WdTxaEMbsyjYkCg,Polska Machinima,22,21.15.01,loveSong 2020|Love Songs 80s|Love songs 90s playlist|English Love Songs 2020|Love Train|the best Of romantic Love Songs|Greatest hits of love Songs|Love Songs|90's Love songs playlist|relaxing beautiful Love Songs|best Romantic wedding songs|Valentine songs 2020|Backstreet Boys|Westlife|romantic Love songs Collection|Love songs 2020|best romantic|Mltr|Romantic Love Songs|Golden love|love songs of 90's and 80's|Westlife songs 2020,217002,1208,149,39,https://i.ytimg.com/vi/zjg76Z7AR-s/default.jpg,False,False,"Best Romantic Love Songs 2020 | Love Songs 80s 90s Playlist English | Backstreet Boys Mltr Westlife01.I've Been Waiting for you02. Make It With You03. I Don't Want To Lose Your Love04. Don't Know What To Say 05. You Are The Reason06. (Everything I Do) I Do It For You07. All This Time08. Stuck On You09. Said I Love You But I Lied10. How Do You Heal A Broken Heart11. I Don't Want You To Go12. You Are Still The One13. To Love Somebody14. When You Say Nothing At All15. Heaven Knows16. The Will Of The Wind17. How Am I Supposed To Live...18. Take Me Now19. Wonderful Tonight20. I Want To Know What Love Is21. Making Love Out Of Nothing ...22. Sometime When We Touch23. In Your Eyes24. Make It With You25. The Past26. We Could Have It All27. If The World Was Ending28. Hard To Say I’m Sorry29. Faithful 30. This I Promise YouThanks for watching! Don't forget to SUBCRIBE, Like & Share my video if you enjoy it! Have a nice day!"
787,hVZMkpdy9KY,FlipTop - Shernan vs Frooz,2020-12-28T12:38:53Z,UCBdHwFIE4AJWSa3Wxdu7bAQ,fliptopbattles,19,21.18.01,fliptop|flip top|flip top battles|fliptopbattles|fliptop battle|fliptop new|new|latest|2020|recent|content|battle|rap|underground|hiphop|filipino|pinoy|tagalog|philippines|pinas|vs|verse|music|bars|best|jokes|highlights|speed|funny|lines|comedy|festival|performance|live|highlight|online|isabuhay|quarantine|anygma|andrew e|batas|loonie|champion|poison|apoc|marshall|jonas|yuniko|cnine|kram|k-ram|elbiz|luxuria|onaks|lil|weng|ahon|ahon 11|luzon|shernan|frooz|old|school|dos|por dos,2412541,60884,2257,6923,https://i.ytimg.com/vi/hVZMkpdy9KY/default.jpg,False,False,"FlipTop presents: Ahon 11 Luzon, Day 2 @ D' mention, Buhay Parin City, Metro Manila, Philippines. October 2008. Filipino Conference Battle.-SHERNAN VS FROOZ-Subscribe Here! http://bit.ly/fliptopsubCheck out our top videos! http://bit.ly/fliptopTopVideosFacebook: https://www.facebook.com/fliptop.battleleagueInstagram: https://instagram.com/fliptopbattlesTwitter: https://twitter.com/FlipTop_BattlesPatreon: https://patreon.com/fliptopFor Sponsorship: Email partner@fliptop.com.ph #Shernan #Frooz #Ahon11About fliptopbattles:FlipTop Kru Corp. is a self-produced events and artist management company with its first product in the FlipTop Battle League. The FlipTop Battle League is the Philippines’ first premier – and the world’s most-viewed – rap battle league. It is popularly credited for the resurgence and widespread acceptance of hiphop culture in the Philippines since its inception in February 2010, and continues to champion all other hiphop elements in its variety of events and online content. It is home to the country’s top Hiphop talents and houses divisions in the main island groups of Luzon, Visayas, and Mindanao.www.fliptop.com.phFlipTop - Shernan vs Froozhttps://youtu.be/hVZMkpdy9KYfliptopbattleshttps://www.youtube.com/fliptopbattles"
788,K2GqPnqA5g0,If My Mom Owns a Candy Store/ 12 Funny Situations,2021-01-02T13:15:01Z,UC41GHsi-F40DiDT2DFAWW0w,WooHoo,26,21.18.01,Mom|Candy Store|Candy|Store|Mom Owns a Candy Store|funny situations|my mom|awkward moments|superheroes|Good Mom|Funny Situations|types of people|comedy|types of mom|types of moms|funny videos|mom|types of mothers|funny|awkward situations|funny video|funny moments|woohoo|sweets,3568641,41352,3642,1306,https://i.ytimg.com/vi/K2GqPnqA5g0/default.jpg,False,False,"Subscribe Here: https://www.youtube.com/channel/UC41GHsi-F40DiDT2DFAWW0w?sub_confirmation=113 Smart Hacks and Ideas for Parents/ Priceless Hacks for Parents https://youtu.be/bqKvAkysvsg?list=PLm2BDoawbClKr_gj7wLQ3OIj_bF__E-nd&playnext=1We all love sweets!  And if you imagine for a moment that your mom owns a candy store?  It would be magical!  Watch the new sweet video on WooHo.Follow WooHoo:                                                                                                                                                         Subscribe: https://www.youtube.com/channel/UC41GHsi-F40DiDT2DFAWW0w?sub_confirmation=1                           Instagram: https://www.instagram.com/woohooyt/ Facebook: https://www.facebook.com/WooHooYT/ TikTok: https://vm.tiktok.com/ZSvXvNfk/LIKEE: https://likee.video/p/6adBI5WooHoo Español: https://www.youtube.com/channel/UCwmVv-CvbNdhlnPQ4SyWzkg?sub_confirmation=1 WooHoo Française: https://www.youtube.com/channel/UC4EitvksL3NFbAOmra3Uifw?sub_confirmation=1 WooHoo Deutsch: https://www.youtube.com/channel/UCnb3b-x6to_3eGa3vLdkMTw?sub_confirmation=1 WooHooRussian: https://www.youtube.com/channel/UCKQTOGKzcSPuQgflweqce_Q?sub_confirmation=1 WooHoo Arabic: https://www.youtube.com/channel/UCFIVmDqbK_jnb6kq7I5hluA?sub_confirmation=1 WooHoo Português: https://www.youtube.com/channel/UCDr1rkNvzPCEfh5ZCJeqpdg?sub_confirmation=1 WooHoo Korean: https://www.youtube.com/channel/UCdlIhXi58dS5-iSNnWZztjw?sub_confirmation=1 WooHoo Japanese: https://www.youtube.com/channel/UCnRpUDeigShZRCoNuDQSZWg?sub_confirmation=1 WooHoo Hindi: https://www.youtube.com/channel/UCx5g_aFCltyGS1_Gm-hKx4g?sub_confirmation=1 WooHoo Turkish: https://www.youtube.com/channel/UCxvB8XF9y6_wkbjkq_fzC0g?sub_confirmation=1WooHoo Italian: https://www.youtube.com/channel/UCat4J1qEHCdzKS32xXNbbaw?sub_confirmation=1 WooHoo Chinese: https://www.youtube.com/channel/UCjJalG3Xg5R-MCG104fIT7w?sub_confirmation=1 WooHoo Thai: https://www.youtube.com/channel/UCUTNwjovakBF0FQi7bOB6Bg?sub_confirmation=1 WooHoo Polish: https://www.youtube.com/channel/UC0av3qQ2ppndBLFOdBu45Fw?sub_confirmation=1 WooHoo Indonesia: https://www.youtube.com/channel/UCmEm-e21vzohLlZ5ha6xytw?sub_confirmation=1 WooHoo Vietnam: https://www.youtube.com/channel/UCacVq26JQfpJxnUQkuk4qdw?sub_confirmation=1 About WooHoo: Crafts, life hacks and more!Don’t forget to turn on notifications, like, & subscribe!"
794,IRWM6MmWHH8,We’re Married! by Alex Gonzaga,2021-01-17T04:09:56Z,UC6N-9Wh0DYhDI8sQS7jwjVA,Alex Gonzaga Official,22,21.19.01,Alex gonzaga|Alex g|Alex g vlogs|Alex boyfriend|Alex fiancè|Mikee Morada|Alex Mikee|Wedding|Announcement|Big announcement|Celebration|Covid|Quarantine wedding|Married|Tied the knot|Nuptial|Wedding vlog|Youtuber wedding|Toni gonzaga|Gonzaga family|Morada|Misis|Lipa|Taytay|Celebrity wedding|We got married|Same day edit|Inlove|Official|Mr and mrs,6687809,602624,2817,41777,https://i.ytimg.com/vi/IRWM6MmWHH8/default.jpg,False,False,Millenial Misis na ko!! 😂 By God’s grace hoping to have a big wedding where we can celebrate with friends and whole family this year. Suppliers:Video: Bob NicolasPhoto: My Metro PhotoCoord: Christine Ong TeDress: Rajo LaurelSet up: Mamang Badang RuedaMake up: Denise Go OchoaHair: Jerry Buan JavierStyling: Cath SobrevegaGroom: Mr and Mrs MoradaFor business please contact me!Email: misscathygonzaga@gmail.comFollow me!FB: https://www.facebook.com/MsCathyGonzaga/Twitter: https://twitter.com/MscathygonzagaInstagram: https://www.instagram.com/cathygonzaga/
795,erYPvNbc_mc,Hello world . From Jennie,2021-01-16T03:00:13Z,UCNYi_zGmR519r5gYdOKLTjQ,Jennierubyjane Official,22,21.19.01,BLACKPINK|JENNIE|제니|블랙핑크,14003481,2120411,22693,257429,https://i.ytimg.com/vi/erYPvNbc_mc/default.jpg,False,False,Original Music by Mandy Moore - When Will My Life Begin?Cover by Jennie#HelloWorld #FromJennie #20210116
806,29oJsgdfH8A,PINAHULI KO SA PULIS ANG MGA BEKS PRANK (MAY NAGWALA!!) | CHAD KINIS VLOGS,2021-01-18T12:00:00Z,UCh-XedTkeCPbf2Io-EMw6SA,Chad Kinis,22,21.19.01,Chad Kinis|Zeinab Harake|Beks Battalion|Cong TV|Viy Cortez|Vice Ganda|ABSCBN|chad kinis miss q and a|chad kinis prank|chad kinis boyfriend|chad kinis showtime|beks battalion,462585,25782,313,1377,https://i.ytimg.com/vi/29oJsgdfH8A/default.jpg,False,False,The police men involved in this vlog are ONLY ACTING for the sole purpose of entertainment. Do not take it seriously. And to ensure everyone's safety all the artists and crew involved in the production of this vlog underwent swab testing and the results were negative.FOR ENTERTAINMENT PURPOSES LANG MGA NAKSHIES! GOOD VIBES LANG TAYO!Watch & Subscribe mga Nakshies!Feel free to follow me sa aking mga social media accounts:https://www.facebook.com/chadkinishttps://www.instagram.com/chadkinisFollow nyo na rin ang Beks Battalion:https://www.youtube.com/channel/UCMGDO2WEtB_tUMtMapDZrVg
820,Tgv0MzL-FcE,NEW CCTV FOOTAGE NI CHRISTINE DACERA INILABAS!  REBELASYON NI CLARK RAPINA KAY CHRISTINE DACERA,2021-01-08T14:24:53Z,UCS5-lCKkbG8DeSxtSJMIOSw,PINOY SUPERSTARS TV,22,21.19.01,CHRISTINE DACERA TIKTOK|CHRISTINE DACERA VALENTINE ROSALES|CHRISTINE DACERA NEWS|CHRISTINE DACERS LATEST NEWS|CHRISTINE DACERA UPDATE|CHRISTINE DACERA TULFO|CHRISTINE DACERA RAFFY TULFO|CHRISTINE DACERA VLOG|CHRISTINE DACERA LAST VIDEO|CHRISTINE DACERA ACTUAL FOOTAGE|CHRISTINE DACERA ABS CBN|CHRISTINE DACERA ACTUAL VIDEO|CHRISTINE DACERA TV PATROL|CHRISTINE DACERA 24 ORAS,2686451,18134,1663,4028,https://i.ytimg.com/vi/Tgv0MzL-FcE/default.jpg,False,False,"INILANTAD NG ISANG NETIZEN NA KAIBIGAN NG MGA IDINADAWIT SA NANGYARI KAY CHRISTINE DACERA ANG KOPYA NG BAGONG CCTV VIDEO NI CHRISTINE DACERA ITO AY PARA PATUNAYA  NA MABUBUTING TAO AT INOSENTE DAW ANG MGA KAIBIGAN NI CHRISTINE DACERA.CLARK RAPINAN, JP DELA SERNA, ROMMEL GALIDO MAY NAKAKAGULAT NA REBELASYON TUNGKOL KAY CHRISTINE DACERA.PANOORIN ANG BUONG DETALYE!⚠️SOURCE and RECEIPTS📌ELBERT ALVAREZ TWITTER POSThttps://twitter.com/elbertbalvarez/status/1347315489203126272?s=19📌ANC HEADSTART KAREN DAVILA INTERVIEW WITH CHRISTINE DACERA'S FRIENDS ( HEADSTART ANC JANUARY 8 2021) https://youtu.be/7sIyllSGTKE📌 THE SOURCE: VICENTE DANAO JRCNN PHILIPPINES https://youtu.be/EuO6X5VDfqE#CHRISTINEDACERA #VALENTINEROSALES #PNP #DEBOLDSINAS #TVPATROL #ABSCBN #24ORAS #GMANEWS #ROMMELGALIDO #CLARKRAPINAN #JPDELASERNA__________________________________________________com/channel/UCS5-lCKkbG8DeSxtSJMIOS"
821,B93rtWjCXlM,Relaxing Beautiful Love Songs 70s 80s 90s Playlist - Greatest Hits Love Songs Ever,2021-01-17T18:24:55Z,UCv5guRs-WdTxaEMbsyjYkCg,Polska Machinima,22,21.19.01,Old Love songs|acoustic love songs|acoustic love songs lyrics|love songs with lyrics|beautiful love songs|old songs|old english love songs|old beautiful love songs|old love songs with lyrics|love songs|80s love songs|90s love songs|love songs 80s 90s|english love songs|nonstop love songs|best love songs|top love songs|romantic love songs|most love songs|greatest love songs|mellow love songs|falling in love|sweet love song,116737,589,66,10,https://i.ytimg.com/vi/B93rtWjCXlM/default.jpg,False,False,"Relaxing Beautiful Love Songs 80s 90s - The Best Classic Love Songs - Greatest Hits Love Songs Ever.01. wonderful Tonight02. Maybe This Time03. I Don't Want To Lose Your Love04. Don't Know What To Say 05. You Are The Reason06.(Everything I Do) I Do It For You07. All This Time08. Stuck On You09. Said I Love You But I Lied10. How Do You Heal A Broken Heart11. I Don't Want You To Go12. You Are Still The One13. To Love Somebody14. When You Say Nothing At All15. The Will Of The Wind16. How Am I Supposed To Live...17. Take Me Now18. The Past 19. I Want To Know What Love Is20. Making Love Out Of Nothing At All21. Sometime When We Touch22. In Your Eyes23. Make It With You24. I’ve Been Waiting For You25. We Could Have It All26. If The World Was Ending27. Hard To Say I’m Sorry28. Faithful Thanks for watching! Don't forget to SUBCRIBE, Like & Share my video if you enjoy it! Have a nice day!"
823,SjKARrJwqzE,"[Stray Kids : SKZ-PLAYER] I.N 막내온탑 (Feat. Bang Chan, Changbin)",2021-01-15T14:59:52Z,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,22,21.19.01,Stray Kids|스트레이 키즈|SKZ|스키즈|방찬|BANG CHAN|리노|이민호|LEE KNOW|LEEMINHO|창빈|서창빈|CHANGBIN|SEOCHANGBIN|현진|황현진|HYUNJIN|HWANGHYUNJIN|한|한지성|HAN|HANJISUNG|필릭스|FELIX|승민|김승민|SEUNGMIN|KIMSEUNGMIN|아이엔|양정인|I.N|YANGJEONGIN|SKZ-PLAYER|슼즈플레이어|I.N SKZ-PLAYER|아이엔 슼즈플레이어|아이엔 자작곡|I.N 막내온탑|아이엔 막내온탑|쓰리라차 프로듀싱|쓰리라차 슼즈플레이어|3RACHA 자작곡|아이엔 슼플|I.N 슼즈플레이어|StrayKids 3RACHA|스트레이키즈 막내온탑|아이엔 작사|아이엔 작곡|스트레이키즈 막내|SKZ 막내온탑|Stray Kids 막내온탑|Stray Kids 슼즈플레이어|스트레이키즈 자작곡|쓰리라차 자작곡|3racha,3210807,681546,1822,61519,https://i.ytimg.com/vi/SjKARrJwqzE/default.jpg,False,False,"[Stray Kids(스트레이 키즈) : SKZ-PLAYER(슼즈 플레이어)] 아이엔(I.N) 막내온탑 (Feat. 방찬(Bang Chan), 창빈(Changbin))[I.N's Comment]안녕하세요 아이엔입니다찬이형이 트랙 만드는 걸 듣다가 같이 작업을 해보자 해서 이 노래를 만들게 되었습니다 창빈이 형이 가사를 늦게 적어 작업물이 늦게 나왔지만...ㅋㅋㅋ 그래도 형 덕분에 좋은 노래가 나온 거 같습니다! 저의 다양한 모습을 보여드리고 싶어 이 곡을 만들게 되었는데, 재밌게 들어주시고 재밌게 봐주세요!앞으로도 더 다양한 노래, 음악 들려드리겠습니다! 마지막으로 이 노래를 들으시는 모든 막내분들 힘내시길 바랍니다...! 감사합니다![Credits]Lyrics by : 아이엔, 창빈 (3RACHA), 방찬 (3RACHA)Composed by : 아이엔, 방찬 (3RACHA)Arranged by : 방찬 (3RACHA)Original Publisher : JYP Publishing (KOMCA)[I.N 막내온탑 Lyrics]YeahHaWhoo막내온탑 Woah막내온탑 Woah올해도 탑 Ey Woah막내온탑 Woah스키즈 실세 막내 팀 내 서열 1위팩폭 한 방 맞으면 형들 정신 차리지예의는 있어도 막내 개념은 없어 난올해 내년도 난 스키즈 막내온탑소개할 게 뭐 더 있나이 정도면 충분하제더 이상의 설명은 이제 그만하지 여기까지막내온탑 Woah막내온탑 Woah막내온탑 Ey Woah막내온탑 Woah온갖 귀여움 투성이지만 서열은 원탑아침마다 아침 인사 대신 한 소리 하는 이엔이 형아(오메오메 진짜 대단하게 생겼네)짜식 많이 컸다연습생 때 학교 체육복 반바지 부산 소년 기억나냐아 걔 내가 업어 키웠잖아그때부터 깜찍했지 나를 쏙 빼닮아아 맞다 이 소리 제일 싫어하시지근데 조금 닮은 듯해 거울을 잘 봐봐 (맞을라고)어유 알았어 미안 서열 꼴등 돼끼 이만 물러난다애기 밥은 뭐 먹을래 오늘 내가 살게 집밥으로 따라와소개할 게 뭐 더 있나이 정도면 충분하제더 이상의 설명은 이제 그만하지 여기까지I.N on Top WoahI.N on Top WoahI.N on Top Ey WoahI.N on Top Woah막내온탑 막내온탑이엔온탑 이엔온탑막내온탑 막내온탑이엔온탑 이엔온탑Stray Kids Digital Single ALL IN (Korean Ver.)iTunes & Apple Music: https://apple.co/33fWGbGSpotify: https://spoti.fi/3nYlixnStray Kids Official YouTube: https://www.youtube.com/c/StrayKidsStray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/Stray Kids Official Instagram: https://www.instagram.com/realstraykids/Stray Kids Official Twitter: https://twitter.com/Stray_KidsStray Kids Official Fan's: https://fans.jype.com/StrayKids#StrayKids #I_N #막내온탑#스트레이키즈 #아이엔#SKZ_PLAYER #슼즈플레이어#YouMakeStrayKidsStayCopyrights 2021 ⓒ JYP Entertainment. All Rights Reserved."
824,2qcgNuSNlDs,박지성! 옥상으로 따라와 : Prologue｜Rooftop Fight,2021-01-16T13:00:01Z,UCXURHJRGr4-EB3l87kcbElw,NCT DREAM,22,21.19.01,박지성_옥상으로따라와|박지성옥상으로따라와|Rooftop_Fight|NCT|NCTDREAM|엔시티|엔시티드림|MARK|JENO|JAEMIN|JISUNG|RENJUN|HAECHAN|CHENLE|지성|마크|제노|재민|런쥔|해찬|천러,2023200,487550,727,31852,https://i.ytimg.com/vi/2qcgNuSNlDs/default.jpg,False,False,#박지성_옥상으로따라와#NCTDREAM #NCT#Rooftop_FightNCT DREAM Officialhttp://www.youtube.com/nctdreamhttp://www.instagram.com/nct_dreamhttp://www.tiktok.com/@official_ncthttp://twitter.com/NCTsmtown_DREAMhttp://www.facebook.com/NCTDREAM.smtownhttps://www.vlive.tv/channel/DB547B NCT Officialhttp://www.youtube.com/nctsmtownhttp://www.instagram.com/ncthttp://www.tiktok.com/@official_ncthttp://twitter.com/NCTsmtownhttp://www.facebook.com/NCT.smtownhttps://vlive.tv/channel/F3C16D
829,NunxmPDUGag,2021 COMBINATION NUMBERS | Rudy Baldwin,2021-01-12T10:30:09Z,UCc-dCfDlQGofZ6C17Wn4bkQ,Rudy Baldwin,22,21.19.01,rudy baldwin|rudy baldwin predictions 2020|rudy baldwin jessica soho|rudy baldwin youtube channel|rudy baldwin lotto numbers|rudy baldwin lloyd cadena|RUDY BALDWIN TAAL|taal volcano|taal volcano update|lotto combination,541731,26642,711,2246,https://i.ytimg.com/vi/NunxmPDUGag/default.jpg,False,False,Official Accounts: https://www.facebook.com/rudybaldwn https://www.instagram.com/rbaldwinbebs/
